RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
122.7360417,28.1425833,*,YZ Cnc   ,08 10 56.65,+28 08 33.3,UGSU   , ,10.5,V, ,15.5,V,BV 131
122.91,-35.1251389,*,V351 Pup ,08 11 38.40,-35 07 30.5,N/AM   , ,6.4,p, ,19.6,V,
122.9419167,-35.3513889,*,CP Pup   ,08 11 46.06,-35 21 05.0,NA     , ,0.5,v, ,15.2,B,He 3-130
123.1177917,62.6062222, ,SU UMa   ,08 12 28.27,+62 36 22.4,UGSU   , ,11.2,V, ,15,V,PG 0808+627
123.2368639,19.1994076, ,Cnc      ,08 12 56.85,+19 11 57.8,CV     , ,15.8,g, ,    , ,SDSS J081256+191157
123.3413326,45.469278, ,Lyn      ,08 13 21.92,+45 28 09.4,CV     , ,18.3,s, ,    , ,SDSSp J081321+452809
123.4519583,-26.5656667, ,DY Pup   ,08 13 48.47,-26 33 56.4,NB:    , ,7,p, ,19.6,V,HV 3600
123.4667514,28.2214753,*,Cnc      ,08 13 52.02,+28 13 17.3,NL     , ,17.2,s, ,    , ,SDSS J081352+281317
123.77825,-19.0549444,*,VV Pup   ,08 15 06.78,-19 03 17.8,AM     , ,14.5,V, ,18,V,1E 0812-1854
123.8290247,-49.2223996,*,IX Vel   ,08 15 18.99,-49 13 19.8,UX     , ,9.1,v, ,10,v,CPD -48 1577
124.0451247,45.5028332, ,Lyn      ,08 16 10.83,+45 30 10.2,CV     , ,20.1,s, ,    , ,SDSSp J081610+453010
125.2127914,49.5754741, ,Lyn      ,08 20 51.07,+49 34 31.7,AM     , ,18,V, ,19.3,V,1RXS J082051+493433
125.6501678,51.0901674,*,BH Lyn   ,08 22 36.04,+51 05 24.6,VY     , ,14.5,V, ,17.2,V,PG 0818+513
126.0405417,49.5234448, ,Lyn      ,08 24 09.73,+49 31 24.4,CV     , ,19.3,s, ,    , ,SDSSp J082409+493124
126.238125,7.6173333, ,Cnc      ,08 24 57.15,+07 37 02.4,CV     , ,18.6,g, ,    , ,SDSS J082457+073702
126.3049167,73.1108889, ,Z Cam    ,08 25 13.18,+73 06 39.2,UGZ    , ,10.5,v, ,14.8,v,183.1904
127.1538333,25.3341667, ,AT Cnc   ,08 28 36.92,+25 20 03.0,UGZ    , ,12.7,B, ,16.2,B,Ton 323/GR 151
128.1902917,73.6188611,*,Cam3     ,08 32 45.67,+73 37 07.9,non-CV , ,    , , ,    , ,FBS 0827+738
128.2739167,-22.8089444, ,WX Pyx   ,08 33 05.74,-22 48 32.2,AM:/DQ , ,16.2,V, ,17.7,V,Pyx2; 1E 0830.9-2238
128.8635417,19.7585,*,DE Cnc   ,08 35 27.25,+19 45 30.6,UG     , ,14.6,p, ,18,V,S 10803
129.0797858,21.3515156, ,CC Cnc   ,08 36 19.15,+21 21 05.4,UGSU   , ,13.1,B, ,18.8,B,
129.1780874,53.4772492,*,SW UMa   ,08 36 42.74,+53 28 38.1,UGSU/DQ, ,9,V, ,17,V,44.1909
129.2041667,-47.3775,*,BB Vel   ,08 36 49.00,-47 22 39.0,UG     , ,13.8,v, ,17.9,V,
129.3462917,26.2079722,*,AA Cnc   ,08 37 23.11,+26 12 28.7,non-CV , ,    , , ,    , ,G 40-31
129.4625061,38.5034764,*,Lyn      ,08 37 51.00,+38 30 12.5,AM     , ,19.1,s, ,    , ,SDSS J083751+383012
129.5916242,48.6339177, ,EI UMa   ,08 38 21.99,+48 38 02.1,UG     , ,13.4,p, ,14.9,p,PG 0834+488
129.688458,49.1820565, ,UMa      ,08 38 45.23,+49 10 55.4,CV     , ,19.6,s, ,    , ,SDSSp J083845+491055
129.8806315,28.473346, ,Cnc      ,08 39 31.35,+28 28 24.0,CV     , ,20.2,s, ,    , ,SDSS J083931+282824
129.884,-66.2941667,*,RX Vol   ,08 39 32.16,-66 17 39.0,UGSU   , ,15,p, ,20,R,S 6185
130.1089961,22.0790889, ,Cnc      ,08 40 26.16,+22 04 44.6,CV     , ,19.9,g, ,    , ,SDSS J084026+220444
130.2256227,4.9220048, ,Hya      ,08 40 54.15,+04 55 19.2,NL     , ,15.7,g, ,    , ,SDSS J084054+045519
130.7666341,27.863807,*,EG Cnc   ,08 43 03.99,+27 51 49.7,UGWZ   , ,11.4,V, ,17.7,V,
131.0004214,2.6553652, ,Hya      ,08 44 00.10,+02 39 19.3,CV     , ,18.3,s, ,    , ,SDSS J084400+023919
131.1130417,12.8755556, ,AC Cnc   ,08 44 27.13,+12 52 32.0,UX     , ,13.8,V, ,15.4,V,1H 0841+1303
131.5713333,24.5789167, ,Cnc      ,08 46 17.12,+24 34 44.1,DQ:    , ,19.9,g, ,    , ,SDSS J084617+243444
132.0074167,18.6770278,*,FV Cnc   ,08 48 01.78,+18 40 37.3,non-CV , ,    , , ,    , ,HIP 43199
132.7807923,3.1428593,*,CT Hya   ,08 51 07.39,+03 08 34.3,UGSU   , ,14,V, ,19.9,V,114.1936
132.8632917,11.7825,*,EU Cnc   ,08 51 27.19,+11 46 57.0,AM:    , ,20.4,V, ,21,V,M67-186
133.3585833,-71.2134167, ,SY Vol   ,08 53 26.06,-71 12 48.3,UG     , ,15.5,p,<,17.5,p,S 6203
133.4340379,57.8112789,*,BZ UMa   ,08 53 44.17,+57 48 40.6,UGSU   , ,10.2,V, ,15.9,V,PG 0849+580
133.5584119,39.0937159, ,Lyn      ,08 54 14.02,+39 05 37.3,CV     , ,16.4,B, ,    , ,EUVE J0854+390
133.8382917,11.3043056, ,AK Cnc   ,08 55 21.19,+11 18 15.5,UGSU   , ,12.8,V, ,18.9,V,77.1933
134.0958385,31.1427646,*,Cnc      ,08 56 23.00,+31 08 33.9,CV     , ,20,s, ,    , ,SDSS J085623+310834
134.6377083,-41.7977222, ,CU Vel   ,08 58 33.05,-41 47 51.8,UGSU   , ,10.7,V, ,17,V,HV 8171
134.7103333,-53.3364444,*,CQ Vel   ,08 58 50.48,-53 20 11.2,NA:    , ,9,p, ,21,j,
134.7882412,5.6151453, ,Hya      ,08 59 09.18,+05 36 54.5,AM     , ,17,V, ,    , ,RXS J0859.1+0537
134.8326667,-24.4820278, ,VZ Pyx   ,08 59 19.84,-24 28 55.3,UGSU   , ,11,V, ,17,V,Pyx1; 1H 0857-242
135.069014,43.0217256,*,Lyn      ,09 00 16.56,+43 01 18.2,CV     , ,18.9,s, ,    , ,SDSS J090016+430118
135.2638428,17.8988997, ,SY Cnc   ,09 01 03.34,+17 53 56.1,UGZ    , ,11.1,V, ,14.5,V,BD +18 2101
135.2664179,48.1530875, ,UMa      ,09 01 03.94,+48 09 11.1,CV     , ,19.3,s, ,    , ,SDSS J090103+480911
135.7870356,41.2965665,*,BP Lyn   ,09 03 08.89,+41 17 47.6,UX     , ,14.5,V, ,    , ,Lyn1; PG 0859+415
135.8310417,39.8502778,*,BI Lyn   ,09 03 19.45,+39 51 01.0,non-CV , ,    , , ,    , ,PG 0900+401
135.9613731,33.0100364, ,Lyn      ,09 03 50.73,+33 00 36.1,CV     , ,18.8,s, ,    , ,SDSS J090350+330036
136.0145413,3.9170001, ,Hya      ,09 04 03.49,+03 55 01.2,CV     , ,19.2,s, ,    , ,SDSS J090403+035501
136.1729583,-32.3798889,*,T Pyx    ,09 04 41.51,-32 22 47.6,NRB    , ,6.5,v, ,15.3,v,HV 3348
136.2170414,44.0487349, ,Lyn      ,09 04 52.09,+44 02 55.4,CV     , ,19.4,s, ,    , ,SDSS J090452+440255
136.4782917,-5.6023889, ,Hya      ,09 05 54.79,-05 36 08.6,IBWD   , ,16.5,V, ,20.3,V,SN 2003aw
136.6177086,5.4491367,*,Hya      ,09 06 28.25,+05 26 56.9,UG     , ,15.5,V, ,18.8,s,SDSS J090628+052656
137.409375,44.7761667,*,Lyn      ,09 09 38.25,+44 46 34.2,CV/SN: , ,13.5,v, ,    , ,NSV 4394*
137.4605833,18.8298611,*,GY Cnc   ,09 09 50.54,+18 49 47.5,UG     , ,12.5,V, ,17.8,V,RX J0909.8+1849
137.8640083,8.6946405,*,Cnc      ,09 11 27.36,+08 41 40.7,CV     , ,19.7,s, ,    , ,SDSS J091127+084140
138.0102083,-64.86475,*,Car      ,09 12 02.45,-64 51 53.1,CV:    , ,21.4,u, ,    , ,NGC 2808-397
138.0103333,-64.8605833,*,Car      ,09 12 02.48,-64 51 38.1,CV:    , ,21.6,V, ,    , ,NGC 2808-170
138.0185833,-64.8632778,*,Car      ,09 12 04.46,-64 51 47.8,CV:    , ,20.9,u, ,    , ,NGC 2808-222
138.0674498,50.8983117, ,DI UMa   ,09 12 16.19,+50 53 53.9,UGSU   , ,15.2,V, ,18,V,NSV 4407/S 5305
138.5584583,-6.7957778, ,MM Hya   ,09 14 14.03,-06 47 44.8,UG/UGWZ, ,14.2,B, ,18.9,B,Hya1; PG 0911-066
138.9653211,9.0138014, ,GZ Cnc   ,09 15 51.67,+09 00 49.6,UG/DQ: , ,13.1,p, ,15.4,p,RX J0915.8+0900
139.2115833,28.8288056, ,HH Cnc   ,09 16 50.78,+28 49 43.7,UGSS   , ,13.7,p, ,18,p,Tmz V36
139.74375,-29.7102778,*,Pyx      ,09 18 58.50,-29 42 37.0,UG     , ,12,V, ,    , ,
139.8985838,50.4736443,*,UMa      ,09 19 35.66,+50 28 25.1,CV     , ,19.9,s, ,    , ,SDSS J091935+502825
139.9380107,8.9528147,*,Cnc      ,09 19 45.11,+08 57 10.1,CV     , ,18.2,s, ,    , ,SDSS J091945+085710
140.0397911,0.7124962, ,Hya      ,09 20 09.55,+00 42 45.0,CV     , ,17.5,s, ,    , ,SDSS J092009+004245
140.0467062,33.9451075,*,BK Lyn   ,09 20 11.21,+33 56 42.4,NL/UG: , ,15.1,V, ,16.5,V,PG 0917+342
140.5315431,31.0540009, ,AR Cnc   ,09 22 07.57,+31 03 14.4,UG     , ,15.3,V,<,21.2,V,Ton 408
140.5814573,42.2157742,*,UMa      ,09 22 19.55,+42 12 56.8,CV     , ,19.9,s, ,    , ,SDSS J092219+421256
140.6219214,33.128773, ,Lyn      ,09 22 29.26,+33 07 43.6,CV     , ,18.4,s, ,    , ,SDSS J092229+330743
141.1853408,8.0308221,*,Leo      ,09 24 44.48,+08 01 51.0,AM:    , ,19.3,s, ,    , ,SDSS J092444+080150
141.2330833,13.3478889,*,Leo      ,09 24 55.94,+13 20 52.4,AM     , ,17.9,B, ,    , ,HS 0922+1333
141.4417917,-47.9716111, ,MR Vel   ,09 25 46.03,-47 58 17.8,CBSS   , ,17,V, ,17.3,V,RX J0925.7-4758
141.6613671,36.4006676, ,LMi      ,09 26 38.72,+36 24 02.4,IBWD   , ,19,s, ,20.5,s,SDSS J092638+362402
142.1875,23.1833333,*,Leo      ,09 28 45.00,+23 11 00.0,UG/N:  , ,18.5,p, ,    , ,NSV 4498
142.2793333,-24.0848333,*,MN Hya   ,09 29 07.04,-24 05 05.4,AM     , ,17,V, ,    , ,Hya4; RX J0929-2404
142.4611667,21.3812778,*,TU Leo   ,09 29 50.68,+21 22 52.6,non-CV , ,    , , ,    , ,SVS 167
143.0617497,49.8485577, ,UMa6     ,09 32 14.82,+49 50 54.8,NL     , ,16.3,V, ,    , ,1H 0928+500
143.1592088,1.1506944, ,Hya      ,09 32 38.21,+01 09 02.5,CV     , ,20.3,s, ,    , ,SDSS J093238+010903
143.2065359,47.4230567, ,UMa      ,09 32 49.57,+47 25 23.0,DQ     , ,17.8,s, ,    , ,SDSS J093249+472523
143.5974954,40.6358333,*,Lyn2     ,09 34 23.40,+40 38 09.0,UG     , ,15.7,f, ,19,V,KUV 09313+4052
144.3291667,15.22,*,Leo      ,09 37 19.00,+15 13 12.0,N::    , ,4,v, ,    , ,NSV 4550
144.654085,7.2486557,*,Leo7     ,09 38 36.98,+07 14 55.1,UG     , ,13,B, ,17,B,NSV 18241
145.8579159,52.0246403, ,UMa      ,09 43 25.90,+52 01 28.7,CV     , ,16.5,s, ,    , ,SDSS J094325+520128
146.1320893,3.9682278,*,Sex      ,09 44 31.70,+03 58 05.6,DQ     , ,12.5,V, ,16.3,B,RX J0944.5+0357
146.64375,13.8494722,*,Leo      ,09 46 34.50,+13 50 58.1,DQ     , ,16.3,V, ,19,V,HS 0943+1404
146.6524791,44.7790866,*,DV UMa   ,09 46 36.59,+44 46 44.7,UGSU   , ,15.4,v, ,20.6,v,US 943
146.7996797,51.9025021, ,ER UMa   ,09 47 11.93,+51 54 09.0,UGSU   , ,12.8,V, ,15.8,V,UMa1; PG 0943+521
147.3335833,35.9287778,*,LMi      ,09 49 20.06,+35 55 43.6,non-CV , ,    , , ,    , ,FBS 0946+362
147.4183333,3.407,*,Sex1     ,09 49 40.40,+03 24 25.2,non-CV , ,    , , ,    , ,PG 0947+036
147.624,-23.7548611, ,AG Hya   ,09 50 29.76,-23 45 17.5,UG     , ,14.3,p, ,19.2,V,HV 7591
147.7561098,11.8753693, ,X Leo    ,09 51 01.46,+11 52 31.3,UG     , ,12.4,V, ,16.5,V,66.1907
147.896667,60.4943342, ,UMa      ,09 51 35.20,+60 29 39.6,CV     , ,20,s, ,    , ,SDSS J095135+602939
147.953874,34.12333,*,RZ LMi   ,09 51 48.93,+34 07 23.9,UGSU   , ,14.2,V, ,16.8,V,PG 0948+344
148.2840417,14.9766944, ,Leo      ,09 53 08.17,+14 58 36.1,AM     , ,17.3,V, ,    , ,RXS J0953.1+1458
148.9935833,-68.1614722, ,OQ Car   ,09 55 58.46,-68 09 41.3,UG     , ,14.5,p, ,17,p,122.1934
150.3657917,55.8911111,*,KR UMa   ,10 01 27.79,+55 53 28.0,non-CV , ,    , , ,    , ,standard 5 for QSO
150.531073,33.8500853, ,RU LMi   ,10 02 07.46,+33 51 00.3,UG     , ,13.8,p, ,19.5,p,CBS-119/Ton 1143
150.5487917,-19.4270556, ,Hya      ,10 02 11.71,-19 25 37.4,AM     , ,17,B, ,    , ,RX J1002-1925
151.1442917,66.4873611, ,LN UMa   ,10 04 34.63,+66 29 14.5,VY     , ,15.1,V, ,15.4,V,PG 1000+667
151.3720833,50.3443889,*,UMa2     ,10 05 29.30,+50 20 39.8,non-CV , ,    , , ,    , ,PG 1002+506
151.5920265,-70.2346332,*,OY Car   ,10 06 22.10,-70 14 04.7,UGSU   , ,12.4,v, ,17.3,v,S 6302
151.752875,67.5464722, ,CH UMa   ,10 07 00.69,+67 32 47.3,UG     , ,10.7,V, ,15.3,V,PG 1003+678
151.8943333,-20.2923333, ,Hya      ,10 07 34.64,-20 17 32.4,AM     , ,18,V, ,    , ,RX J1007-2016
152.3841667,-2.0319444,*,Sex      ,10 09 32.20,-02 01 55.0,UGSU/WZ, ,14.3,r, ,20.5,p,ROTSE3 J100932
152.654375,2.8208333, ,Sex      ,10 10 37.05,+02 49 15.0,CV     , ,20.8,s, ,    , ,SDSS J101037+024915
153.3485014,45.9830325, ,UMa      ,10 13 23.64,+45 58 58.9,CV     , ,18.9,s, ,    , ,SDSS J101323+455858
153.7891667,-3.1425278, ,SW Sex   ,10 15 09.40,-03 08 33.1,UX     , ,14.8,B, ,16.7,B,PG 1012-029
153.8944759,9.0783356, ,GG Leo   ,10 15 34.67,+09 04 42.0,AM     , ,16.5,V, ,18.8,V,RX J1015.5+0904
153.9158333,73.43475,*,CP Dra   ,10 15 39.80,+73 26 05.1,UGSU   , ,14.3,p, ,20,p,
153.9929583,-47.9694722, ,KO Vel   ,10 15 58.31,-47 58 10.1,DQ::   , ,16.7,V, ,19,V,1E 1013-477
154.2458139,-41.0623201, ,V381 Vel ,10 16 58.99,-41 03 44.2,AM     , ,18.5,V, ,    , ,RX J1016.9-4103
154.2678333,-46.3141389, ,Vel      ,10 17 04.28,-46 18 50.9,CV     , ,    , , ,    , ,NGC 3201-16
154.315125,-46.3816944, ,Vel      ,10 17 15.63,-46 22 54.1,CV     , ,    , , ,    , ,NGC 3201-23
154.4,-46.4054167, ,Vel      ,10 17 36.00,-46 24 19.5,CV     , ,    , , ,    , ,NGC 3201-26
154.4605833,-46.3591389, ,Vel      ,10 17 50.54,-46 21 32.9,CV     , ,    , , ,    , ,NGC 3201-22
154.5546667,71.9289444, ,CI UMa   ,10 18 13.12,+71 55 44.2,UGSU   , ,13.8,p, ,18.8,V,SVS 1755
154.7679167,-57.1855556,*,Car      ,10 19 04.30,-57 11 08.0,N:     , ,    , , ,    , ,NSV 18378
154.9859167,-8.6989167,*,RW Sex   ,10 19 56.62,-08 41 56.1,UX     , ,10.4,V, ,10.8,V,BD -7 3007
155.1105227,53.0758598,*,KS UMa   ,10 20 26.52,+53 04 33.1,UGSU   , ,13,p, ,17,p,RX J1020+5304
155.4239583,-49.8231667, ,V383 Vel ,10 21 41.75,-49 49 23.4,UGSS   , ,12.5,p, ,17,p,NSV 4834
155.7245417,-59.6245556,*,HR Car   ,10 22 53.89,-59 37 28.4,non-CV , ,    , , ,    , ,HD 90177
155.8345001,44.0860886,*,UMa8     ,10 23 20.28,+44 05 09.9,UGSU   , ,14.5,p, ,16.5,p,NSV 4838
155.9486686,0.6447461,*,Sex      ,10 23 47.68,+00 38 41.1,DQ/AM  , ,17.3,V, ,17.8,V,FIRST J102347+003841
156.01375,14.0030556,*,U Leo    ,10 24 03.30,+14 00 11.0,N::    , ,10.5,v,<,15,v,BD +14 2239
156.3247691,43.039231, ,UMa      ,10 25 17.94,+43 02 21.2,CV     , ,19.9,s, ,    , ,SDSS J102517+430221
156.3416667,-15.7066667,*,Hya      ,10 25 22.00,-15 42 24.0,UG:    , ,12.2,V, ,    , ,ASAS 102522-1542.4
156.6145192,38.7507331, ,WX LMi   ,10 26 27.49,+38 45 02.5,AM     , ,18,B, ,    , ,HS 1023+3900
157.0004583,21.8036667, ,Leo5     ,10 28 00.11,+21 48 13.2,NL     , ,16.2,V, ,    , ,1H 1025+220
157.0968333,-58.9663056,*,EP Car   ,10 28 23.24,-58 57 58.7,non-CV , ,    , , ,    , ,
157.830625,-59.9738056,*,V411 Car ,10 31 19.35,-59 58 25.7,non-CV , ,    , , ,    , ,NSV 4884
157.9499596,8.8734199, ,Leo      ,10 31 47.99,+08 52 24.3,CV     , ,18.8,s, ,    , ,SDSS J103147+085224
158.4702514,58.781861,*,DW UMa   ,10 33 52.86,+58 46 54.7,UX/VY  , ,14.9,V, ,18,V,PG 1030+590
158.5226221,31.1356501,*,SS LMi   ,10 34 05.43,+31 08 08.3,UG OR N, ,15,p, ,21.6,B,SVS 2506
158.8876286,5.8661975, ,Sex      ,10 35 33.03,+05 51 58.4,CV     , ,18.8,g, ,    , ,SDSS J103533+055158
159.1087917,-80.0466389,*,RX Cha   ,10 36 26.11,-80 02 47.9,UGSU   , ,14.4,p,<,20.5,V,S 6311
159.5937917,-63.1415,*,Car      ,10 38 22.51,-63 08 29.4,N/N::  , ,13, , ,18, ,NSV 18468
159.9457917,-5.1161944, ,Sex      ,10 39 46.99,-05 06 58.3,DQ     , ,18.5,V, ,    , ,RX J1039.7-0507
159.9463333,-63.2353333,*,Car      ,10 39 47.12,-63 14 07.2,non-CV , ,    , , ,    , ,NSV 18473
160.2134167,15.1926944, ,DO Leo   ,10 40 51.22,+15 11 33.7,NL     , ,16,B, ,17,B,PG 1038+155
160.9864367,58.1255456, ,IY UMa   ,10 43 56.73,+58 07 31.9,UGSU   , ,13,p, ,18.4,p,Tmz V85
161.1967917,-59.4134444,*,RT Car   ,10 44 47.23,-59 24 48.4,non-CV , ,    , , ,    , ,LSS 1855
161.2016642,-52.4253058,*,V382 Vel ,10 44 48.40,-52 25 31.1,NA     , ,2.7,V, ,16.6,V,
161.33025,-72.0657778,*,V351 Car ,10 45 19.26,-72 03 56.8,non-CV , ,    , , ,    , ,BV 1543
161.791375,63.5869722,*,FH UMa   ,10 47 09.93,+63 35 13.1,AM     , ,19.4,V, ,    , ,UMa9; WGA 1047+6335
161.8150417,-79.4685833, ,ST Cha   ,10 47 15.61,-79 28 06.9,UG     , ,12.8,p, ,17.6,p,S6315
162.0750712,52.3082889,*,UMa5     ,10 48 18.02,+52 18 29.8,UG     , ,16.5,B, ,    , ,CW 1045+525
162.545,-14.0769167,*,Hya      ,10 50 10.80,-14 04 36.9,UGWZ:  , ,17.6,V, ,    , ,RXS J105010-140431
162.8964803,54.076704, ,EK UMa   ,10 51 35.15,+54 04 36.1,AM     , ,18,v, ,20,v,1E 1048.5+5421
163.626753,30.1028785, ,SX LMi   ,10 54 30.43,+30 06 10.2,UGSU   , ,13,V, ,17.4,V,CBS-31/Ton 45
163.7791561,36.9960664, ,EL UMa   ,10 55 07.00,+36 59 45.7,UG:    , ,14,p, ,19,p,CBS-132
164.0480833,-60.4536111,*,AG Car   ,10 56 11.54,-60 27 13.0,non-CV , ,    , , ,    , ,PK 289-0 1
164.2375192,49.688409,*,CY UMa   ,10 56 57.00,+49 41 18.3,UGSU   , ,12.3,V, ,17.8,V,SVS 2198
164.6149547,-29.3172783, ,V391 Hya ,10 58 27.59,-29 19 02.2,UX     , ,14.3,V, ,    , ,EC 10560-2902
164.7351435,-29.244714, ,V392 Hya ,10 58 56.44,-29 14 41.0,UG:    , ,14.9,B, ,16.3,B,EC 10565-2858
164.746125,-31.6094444, ,Hya      ,10 58 59.07,-31 36 34.0,CV     , ,17.8,V, ,    , ,EC 10566-3120
165.0613311,13.2644877, ,Leo      ,11 00 14.72,+13 15 52.1,CV     , ,18.7,g, ,    , ,SDSS J110014+131552
165.072737,-29.8664043, ,V393 Hya ,11 00 17.47,-29 51 59.1,NL     , ,15.9,V, ,    , ,EC 10578-2935
165.6604167,-54.3861111,*,CN Vel   ,11 02 38.50,-54 23 10.0,NB     , ,10.2,p, ,17.8,V,HD 95821
165.8159167,-58.45725, ,V365 Car ,11 03 15.82,-58 27 26.1,NB     , ,10.1,p, ,18.5,V,He 3-558
165.9022083,-21.6293056, ,TU Crt   ,11 03 36.53,-21 37 45.5,UGSU   , ,12.1,B, ,17.5,B,J05.23
166.1069583,45.0538889,*,AN UMa   ,11 04 25.67,+45 03 14.0,AM     , ,13.8,B, ,20.2,B,PG 1101+453
166.4156667,25.1079722,*,ST LMi   ,11 05 39.76,+25 06 28.7,AM     , ,15,V, ,17.2,V,CW 1103+254
166.4270331,-68.6328322,*,QU Car   ,11 05 42.51,-68 37 58.2,NL     , ,11.1,v, ,11.5,v,HDE 310376
166.5310833,7.0329722,*,FH Leo   ,11 06 07.46,+07 01 58.7,non-CV , ,    , , ,    , ,HIP 54268
166.6675833,1.9140278,*,Leo1     ,11 06 40.22,+01 54 50.5,non-CV , ,    , , ,    , ,PG 1104+022
166.810875,-55.9623056, ,V342 Cen ,11 07 14.61,-55 57 44.3,UG     , ,14.6,p, ,16.6,p,
167.0240833,-61.9356111,*,RS Car   ,11 08 05.78,-61 56 08.2,N      , ,7,p, ,18,v,HD 96830/HV 47
168.5002955,-37.6799856,*,V436 Cen ,11 14 00.12,-37 40 47.9,UGSU   , ,11.3,V, ,15.5,V,1E 1111-3724
168.74,33.8269444,*,UMa      ,11 14 57.60,+33 49 37.0,CV:    , ,14,p, ,17,p,SN 1985J; NSV 18704
168.9357657,42.9728903,*,AR UMa   ,11 15 44.56,+42 58 22.4,AM     , ,13.3,V, ,16.5,V,1ES 1113+432
169.0458333,29.3666667,*,CE UMa   ,11 16 11.00,+29 22 00.0,UG:    , ,15.5,p,<,21,p,
169.2645833,18.4329444,*,Leo2     ,11 17 03.50,+18 25 58.6,non-CV , ,    , , ,    , ,PG 1114+187
169.316375,17.9616667,*,DP Leo   ,11 17 15.93,+17 57 42.0,AM     , ,17.5,B, ,19.5,B,1E 1114+182
169.8805,34.6704722,*,UMa3     ,11 19 31.32,+34 40 13.7,non-CV , ,    , , ,    , ,PG 1116+349
170.5546249,14.4393946,*,Leo6     ,11 22 13.11,+14 26 21.8,CV     , ,16.1,B, ,    , ,PG 1119+147
171.2162928,-35.9102171,*,V442 Cen ,11 24 51.93,-35 54 36.8,UGSS   , ,11.9,V,<,16.5,v,HV 8364
171.4821677,-0.2773922,*,Leo      ,11 25 55.72,-00 16 38.6,UG     , ,19.6,b, ,    , ,2QZ J112555.7-001639
171.6108333,-68.6756389,*,GU Mus   ,11 26 26.60,-68 40 32.3,non-CV , ,    , , ,    , ,GRS 1121-68
172.559625,23.8025278,*,AU Leo   ,11 30 14.31,+23 48 09.1,non-CV , ,    , , ,    , ,S 8015
172.81,9.5384444,*,Leo3     ,11 31 14.40,+09 32 18.4,non-CV , ,    , , ,    , ,PG 1128+098
172.8458333,43.3772222,*,UMa      ,11 31 23.00,+43 22 38.0,UGSU   , ,    , , ,    , ,1RXP J113123+4322
173.0645487,62.8168082, ,UMa      ,11 32 15.49,+62 49 00.5,CV     , ,18.5,s, ,    , ,SDSS J113215+624900
173.6965417,-11.7584167,*,TT Crt   ,11 34 47.17,-11 45 30.3,UG     , ,12.7,V, ,16.3,V,FSV 1132-11
174.3427144,1.8162763, ,RZ Leo   ,11 37 22.25,+01 48 58.6,UGWZ   , ,11.5,V, ,19.2,V,30.1919
174.6114249,6.3220933, ,Vir      ,11 38 26.73,+06 19 19.5,CV     , ,18.9,g, ,    , ,SDSS J113826+061919
174.6118007,3.3686452,*,T Leo    ,11 38 26.83,+03 22 07.1,UGSU   , ,10,V, ,15.9,V,BD +4 2506a
174.6486667,57.87425,*,UMa4     ,11 38 35.68,+57 52 27.3,non-CV , ,    , , ,    , ,PG 1136+581
175.344625,-64.1707222, ,V1033 Cen,11 41 22.71,-64 10 14.6,AM     , ,16.6,V, ,    , ,Cen3/RX J1141.3-6410
175.691,21.9414722,*,Leo      ,11 42 45.84,+21 56 29.3,CV/QSO:, ,19,B, ,    , ,
175.9104167,71.6890833,*,DO Dra   ,11 43 38.50,+71 41 20.7,DQ     , ,10.6,B, ,16.7,B,YY Dra?
176.0020833,-60.5594444,*,MT Cen   ,11 44 00.50,-60 33 34.0,N:     , ,8.4,p, ,22,j,
176.3381667,-4.4349444, ,TW Vir   ,11 45 21.16,-04 26 05.8,UG     , ,12.1,v, ,16.3,v,PG 1142-041
176.6200019,67.986,*,Dra      ,11 46 28.80,+67 59 09.6,CV/UG: , ,18.8,s, ,    , ,SDSS J114628+675910
177.013,18.5125556,*,Leo      ,11 48 03.12,+18 30 45.2,non-CV , ,    , , ,    , ,PG 1145+187
177.2524167,22.5179167,*,Leo4     ,11 49 00.58,+22 31 04.5,non-CV , ,    , , ,    , ,PG 1146+228
177.482125,28.7521111,*,EU UMa   ,11 49 55.71,+28 45 07.6,AM     , ,16.5,B, ,16.8,B,RE 1149+28
178.0103333,-67.2055833,*,GQ Mus   ,11 52 02.48,-67 12 20.1,NA/AM  , ,7.2,v, ,18.3,B,
178.0659821,49.2449782,*,BC UMa   ,11 52 15.83,+49 14 41.9,UGSU   , ,10.9,B, ,18.3,B,GR 102
178.1060417,-24.517,*,SW Crt   ,11 52 25.45,-24 31 01.2,non-CV , ,    , , ,    , ,SVS 2147
178.3530417,59.6658056,*,UMa      ,11 53 24.73,+59 39 56.9,non-CV , ,    , , ,    , ,SBS 1150+599A
178.8612251,-56.6977437, ,V1040 Cen,11 55 26.72,-56 41 52.0,UGSU   , ,12.5,V,<,14.6,V,RX J1155.4-5641
179.0373333,-65.5724167,*,LZ Mus   ,11 56 08.96,-65 34 20.7,NA     , ,9.5,V,<,18,V,
179.1645,63.1521389, ,UMa      ,11 56 39.48,+63 09 07.7,CV     , ,20.7,s, ,    , ,SDSS J115639+630907
179.4365833,48.9385278,*,BE UMa   ,11 57 44.78,+48 56 18.7,non-CV , ,    , , ,    , ,PG 1155+492
179.563875,-41.769, ,V359 Cen ,11 58 15.33,-41 46 08.4,UGSU   , ,13.8,p, ,18.7,V,vG 27
